event_name,description,audience,cycle,website,email,country,date_uncertain,date,duration_days,venue_id
POLYETHYLENE FILMS NORTH AMERICA 2024,Congress dedicated to Polyethylene Films. Connecting industry professionals to explore the latest technical developments and trends,Public,once a year,http://www.ami.international/events/upcoming,info@amiplastics.com,USA,False,2024-02-12,3,840
RALEIGH FALL HOME SHOW 2024,"Raleigh Home Show. Find fresh inspiration, helpful tips, innovative products and fantastic deals in remodelling, home improvement, decor & outdoor spaces with hundreds of experts all under one roof. From windows and flooring to cabinets & patios...",Public,once a year,http://www.raleighfallshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-16,3,867
PACIFIC NORTHWEST SPORTSMEN'S SHOW 2024,"Outdoor Trade Fair. Pacific Northwest Sportsmen’s Show showcases top-notch fishing, hunting & camping gear, guides & outfitters, taxidermy, information on lodges & resorts, boats, campers & tent trailers, ATV’s, backpacking, optics, outdoor clothing",Public,once a year,http://www.thesportshows.com/shows/pacific-northwest,info@otshows.com,USA,False,2024-02-14,5,743
ACCESS MBA - VANCOUVER 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Canada,False,2024-02-15,1,659
WOMENS WEAR IN NEVADA 2024,"This show offers womenswear buyers a full selection of traditional, contemporary, missy, petite, tall, plus size and endless accessories",Public,twice a year,http://www.wwinshow.com/,info@clarionevents.com,USA,False,2024-02-13,3,429
KIDS EXPO FREDERICKSBURG 2024,"Kids expo focusing on local summer camps, day cares, children's clothing, toys, sports leagues",Public,once a year,http://www.fredericksburgexpocenter.com/fxbgevents,bmcloughlin@bmg1.com,USA,False,2024-02-10,2,688
ART WYNWOOD 2024,"Contemporary and Modern art fair in Miami. ART WYNWOOD features fine arts, emergent modern artwork, paintings, sculptures, design on fabrics, woodwork, photography, drawings, video art, curio and antiques",Public,once a year,http://www.artwynwood.com/,info@artwynwood.com,USA,False,2024-02-14,5,870
ACCESS MBA - TORONTO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Canada,False,2024-02-13,1,730
PROJECT LAS VEGAS 2024,"PROJECT connects fashion + culture, so you can discover trends, access opportunity, exchange ideas, and create connections. Bringing together the best in men's and women's contemporary apparel, footwear, and accessories",Public,twice a year,http://www.magicfashionevents.com/lv/en/home.html,cs@fashionresource.com,USA,False,2024-02-13,3,429
BIG SPRING HOME & GARDEN SHOW 2024,"Home improvements and remodeling show in Pomona, C. POMONA BIG SPRING HOME & GARDEN SHOW features furniture, kitchen appliances, bathroom designs, construction & renovation services, re-modeling ideas, interior designers...",Public,once a year,http://www.homeshowconsultants.com/,showofficehsc@gmail.com,USA,False,2024-02-16,3,686
WORLD AG EXPO '2024,"International Farming Expo. WORLD AG EXPO ia a showcase of Products, Technology and Equipment for the Farm, Dairy, Ranch, Construction and the farming industry in gerneral",Public,once a year,http://www.worldagexpo.com/,info@farmshow.org,USA,False,2024-02-13,3,871
MAGIC LAS VEGAS 2024,"MAGIC is a high energy &#8239; fashion experience and home to the largest selection of trend-driven &#8239; and young&#8239; contemporary &#8239; apparel, footwear, and accessories in the industry.&#8239;&#8239;",Public,twice a year,http://www.magicfashionevents.com/,cs@fashionresource.com,USA,False,2024-02-13,3,429
CATERSOURCE 2024,"Catersource will help you learn trends and techniques used by successful chefs throughout the industry. For chefs, cooks, owners and just about anyone who wants to make cuisine the main event...",Public,once a year,http://conference.catersource.com/,info@catersource.com,USA,False,2024-02-12,4,746
RE+ NORTHEAST 2024,RE+ Northeast attracts energy professionals from across the solar and storage markets each year to facilitate business and connections,Public,once a year,http://re-plus.events/northeast,customerservice@re-plus.com,USA,False,2024-02-13,2,764
GRAND RAPIDS BOAT SHOW 2024,Grand Rapids Boat Show,Public,once a year,http://showspan.com/GRB,events@showspan.com,USA,False,2024-02-14,5,615
SOUTHERN CONNECTICUT HOME & GARDEN SHOW 2024,"Southern Connecticut Home & Garden Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/annual-southeastern-ct-home-and-garden-show,monica@jenksproductions.com,USA,False,2024-02-16,3,872
LA ART SHOW 2024,"Contemporary Art, Modern Art, Historic and Traditional Art Exhibition in Los Angeles. LA Art Show composed of The Modern & Contemporary Section, The Historic & Traditional Contemporary Section, The Vintage Poster Section & The IFPDA Los Angeles Print Fai",Public,once a year,http://www.laartshow.com/,Info@palmbeachshowgroup.com,USA,False,2024-02-14,5,626
CNY BOAT SHOW 2024,"This Show will showcase hundreds of new and second-hand model power and sail boats, including cruisers, and sport boats … all on display at the oldest and largest boat show in the state of New York",Public,once a year,http://www.cnyboatshow.com/,bia@twcny.rr.com,USA,False,2024-02-15,4,873
PALM BEACH FINE CRAFT SHOW 2024,"Fine Craft Show. The Palm Beach Fine Craft Show is a premier showcase of American contemporary art, presenting masterful work, beautifully displayed in an elegant setting",Public,once a year,http://www.palmbeachfinecraft.com/,info@craftsamericashows.com,USA,False,2024-02-16,3,715
INDIANA MOTORCYCLE EXPO 2024,The largest motorcycle & powersports expo in the Midwest,Public,once a year,http://renfroproductions.com/shows/indiana-motorcycle-expo,nfo@renfroproductions.com,USA,False,2024-02-16,3,587
INTERNATIONAL LIDAR MAPPING FORUM 2024,"International LiDAR Mapping Forum is a technical conference and exhibition showcasing the latest airborne, terrestrial and underwater LiDAR as well as emerging remote-sensing and data collection tools and technologies",Public,once a year,http://www.lidarmap.org/international,BCallahan@Divcom.com,USA,False,2024-02-11,3,532
RALEIGH SPRING HOME SHOW 2024,"Raleigh Home Show. Find fresh inspiration, helpful tips, innovative products and fantastic deals in remodelling, home improvement, decor & outdoor spaces with hundreds of experts all under one roof. From windows and flooring to cabinets & patios...",Public,once a year,http://raleighspringshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-16,3,867
CALGARY SPRING HOME & GARDEN SHOW 2024,Home and Garden Show. The Calgary Spring Home & Garden is the ultimate show on all things lifestyle. Seeking a new painting for your living room or a kitchen renovator? Designing a new home or renovating your existing space? This show is for you,Public,once a year,http://www.calgaryhgs.com/,martine@mpeshows.com,Canada,False,2024-02-22,4,452
SPRING HOME & REMODELING SHOW 2024,"Home and Garden Show. Fredericksburg Spring Home & Garden Show offers a one-stop shop for all of your redecorating, remodeling, and building needs",Public,once a year,http://www.fredericksburgexpocenter.com/,events@fred-center.com,USA,False,2024-02-23,3,688
SAVANNAH BOAT & OUTDOOR SHOW 2024,Boat Show,Public,once a year,http://savannahboatshow.com/,,USA,False,2024-02-23,3,738
GLUTEN FREE EXPO - CALGARY 2024,"Canada’s largest gluten free event. A fun, tasty, and informative event for the whole family. Sample, shop, and save on hundreds of gluten free products while learning from leading experts",Public,once a year,http://www.glutenfreeexpo.ca/,,Canada,True,2024-09-01,1,550
GREATER MILWAUKEE AUTO SHOW 2024,"International Auto Show in Milwaukee. GREATER MILWAUKEE AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, SUVS & collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://autoshowmilwaukee.com/,SFreeman@enthusiastnetwork.com,USA,False,2024-02-24,10,874
WORLD MAIL & EXPRESS AMERICAS 2024,World Mail & Express Conference and Exhibition,Public,once a year,http://www.triangle.eu.com/events,team@triangle.eu.com,USA,False,2024-02-18,3,875
MAGIC NEW YORK 2024,"MAGIC is a high energy fashion experience and home to the largest selection of trend-driven and young&#8239; contemporary apparel, footwear, and accessories in the industry.&#8239;&#8239;",Public,once a year,http://www.magicfashionevents.com/en/home.html,cs@fashionresource.com,USA,False,2024-02-20,3,551
NEW YORK FARM SHOW 2024,"The New York Farm Show, leading farm show in the Northeast, displays the latest in farm equipment, tractors, combines & farm implements, seed and crop protection products, farm supplies & services, dairy and beef production, woodlot...",Public,once a year,http://www.newyorkfarmshow.com/en/home.html,shows@farmprogress.com,USA,False,2024-02-22,3,873
COLUMBIA HOME & LANDSCAPE EXPO 2024,Columbia Home & Landscape Expo is a comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/columbia2,info@homeshowcenter.com,USA,False,2024-02-23,3,754
AUTOMOTIVE MEETINGS QUERETARO 2024,International Manufacturing Forum for the Automotive Industry,Public,every 2 years,http://www.mexico.automotivemeetings.com/,info@advbe.com,Mexico,False,2024-02-20,3,876
EXHIBITOR LIVE 2024,Exhibition for the Trade Show and Corporate Event Marketing Professionals,Public,once a year,http://www.exhibitoronline.com/exhibitorshow,hei-info@heiexpo.com,USA,False,2024-02-25,4,877
AMWC AMERICAS - AESTHETIC & ANTI-AGING MEDICINE WORLD CONGRESS - NEW 2024,Aesthetic & Anti-Aging Medicine World Congress,Public,once a year,http://www.amwcamericas.com/en/home.html,registration@euromedicom.com,USA,False,2024-02-22,3,707
SOURCING AT MAGIC NEW YORK 2024,"SOURCING at MAGIC New York will address everchanging sourcing needs, and will solve for supply chain challenges facing the fashion industry",Public,twice a year,http://www.sourcingatmagic.com/en/sourcing-new-york/about-sourcing-new-york.html,cs@fashionresource.com,USA,False,2024-02-20,3,551
COTERIE NEW YORK 2024,"COTERIE is elevated women’s contemporary apparel, accessories, and footwear spanning premium&#8239; to&#8239; affordable luxury&#8239; price&#8239; points",Public,twice a year,http://www.coteriefashionevents.com/ny/en/home.html,cs@fashionresource.com,USA,False,2024-02-20,3,551
"INDIANA DEER, TURKEY, & WATERFOWL EXPO 2024","Hunting fair. Find travel destinations to boating, fishing and hunting",Public,once a year,http://www.indianadeerandturkeyexpo.com/,info@renfroproductions.com,USA,False,2024-02-22,4,587
PHILLY HOME + GARDEN SHOW 2024,"Philadelphia, PA Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://phillyhomeandgarden.com/,rosannah@marketplaceevents.com,USA,False,2024-02-23,3,470
GLOBAL WASTE MANAGEMENT SYMPOSIUM 2024,North America's #1 technical conference for research and case studies on waste management. Get ready to share ideas and problem solve with your peers and colleagues from around the world and experience...,Public,once a year,http://www.wastesymposium.com/en/home.html,GWMS@informa.com,USA,False,2024-02-25,4,878
WESTERN VETERINARY CONFERENCE 2024,Veterinary Conference,Public,once a year,http://exhpo.com/usa/wvc,info@wvc.org,USA,False,2024-02-18,4,620
OUTDOORAMA 2024,"Whether it's hunting, fishing, boating, canoeing, hiking, mushroom hunting or bird watching, this show has plenty to offer",Public,once a year,http://showspan.com/OUT,events@showspan.com,USA,False,2024-02-22,4,759
WORCESTER RV & CAMPING SHOW 2024,"Camping, Travel and Recreational Vehicles Fair",Public,once a year,http://www.jenksproductions.com/event/worcester-rv-and-camping-show,monica@jenksproductions.com,USA,False,2024-02-23,3,879
CONFOO.CA MONTREAL 2024,Web Technology Conference. ConFoo Montreal is a multi-technology conference for web developers,Public,once a year,http://confoo.ca/,board@confoo.ca,Canada,False,2024-02-21,3,880
OKLAHOMA CITY SPRING REMODEL & LANDSCAPE SHOW 2024,Home & Garden Show. Oklahoma City Spring Remodel and Landscape Show is a comprehensive home show that brings together homeowners and the most knowledgeable and experienced remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/oklahomacityhome,info@homeshowcenter.com,USA,False,2024-02-23,3,724
CONCORD GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. CONCORD FALL GUN & KNIFE SHOW features shooting rifles, handguns, shotguns, combat knives, samurai swords, cartridges, antique coins, hunting and fishing accessories, carbines, coins and defense weapons",Public,unknown,http://www.cegunshows.com/about-us.html,info@showmastersgunshows.com,USA,False,2024-02-24,2,808
GUNS & KNIFE SHOW ALBANY 2024,"Arms and Ammunition fair. GUNS & KNIFE SHOW ALBANY presents all types of firearms, training, combat knives & swords, fishing gears, antique pistols, cartridges, hunting accessories, gun cases & safes, self protection weapons and outdoor equipment",Public,unknown,http://www.gemcapitolshows.com/,tiamalle@aol.com,USA,False,2024-02-24,2,881
MINNEAPOLIS HOME + GARDEN SHOW 2024,"Home, Gardening, Remodelling and Home Decor show. Minneapolis, MN Home and Garden Show will give you the opportunity to meet over 1, 000 experts and experience thousands of products and services",Public,once a year,http://www.homeandgardenshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-21,5,483
BAKERSFIELD GUNS & KNIFE SHOW 2024,"Arms & Ammunition fair. BAKERSFIELD GUNS & KNIFE SHOW features shooting rifles, shotguns, combat knives, samurai swords, muzzle load, collectibles & antique, hunting and fishing accessories, war relics, carbines, self protection items and laser sights",Public,unknown,http://www.crossroadsgunshows.com/,gunshows@crossroadsgunshows.com,USA,False,2024-02-17,2,882
INTERNATIONAL POTATO TECHNOLOGY EXPO 2024,"Leading Trade Show for the Potato Industry in North America. This international event has proven to be a highly successful convention that centers around all facets of the potato industry. From seed, to soil, to growing, to harvesting, etc.",Public,every 2 years,http://potatoexpo.ca/,info@masterpromotions.ca,Canada,False,2024-02-22,2,883
"MADISON BUILD, REMODEL & LANDSCAPE SHOW 2024","Build, Remodel & Landscape Expo. The Madison Build, Remodel & Landscape Show will connect you to the area’s leading remodelers, builders, and design professionals",Public,once a year,http://www.homeshowcenter.com/overview/madison2,info@homeshowcenter.com,USA,False,2024-02-23,3,750
RENO GUNS & KNIFE SHOW 2024,"Arms & Ammunition fair. RENO GUNS & KNIFE SHOW features shooting rifles, shotguns, combat knives, samurai swords, muzzle load, collectibles & antique, hunting and fishing accessories, war relics, carbines, self protection items and laser sights",Public,unknown,http://www.crossroadsgunshows.com/venue/reno-convention-center,gunshows@crossroadsgunshows.com,USA,False,2024-02-17,2,884
RV & BOAT MAIN SALES EVENT 2024,"RV & Boat Trade Show. Hundreds of RVs & boats and something for everyone! Travel Trailers, 5th Wheels, Fishing boats, Pontoons, Waterskiing, Docks, Campgrounds, golf carts and more...",Public,once a year,http://www.rvboatmainevent.com/,info@rvboatmainevent.com,USA,False,2024-02-23,3,885
AEROSPACE MEETINGS QUERETARO 2024,International Business Convention for the Aerospace Industry,Public,every 2 years,http://www.mexico.bciaerospace.com/,latinamericas@advbe.com,Mexico,False,2024-02-21,2,876
ACCESS MBA - CALGARY 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,once a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Canada,False,2024-02-17,1,886
AEMA-ARRA-ISSA ANNUAL MEETING 2024,"The Asphalt Emulsion Manufacturers Association, the Asphalt Recycling & Reclaiming Association and the International Slurry Surfacing Association Annual Meeting",Public,once a year,http://www.aema.org/,krissoff@aema.org,USA,False,2024-02-19,5,887
"LONDON BOAT, FISHING & OUTDOOR SHOW 2024","Boat, Fishing & Outdoor Show",Public,once a year,http://www.ontarioboatshows.com/,info@continuumevents.ca,Canada,False,2024-02-23,3,888
THE NAUGHTY BUT NICE SHOW - REGINA 2024,"The Taboo Naughty but Nice Sex Show provides an upscale adult playground dedicated to enhancing lifestyles, encouraging romance, personal betterment and all things Taboo",Public,once a year,http://tabooshow.com/regina,tickets@canwestproductions.com,Canada,False,2024-02-23,3,889
DOSWELL GUN SHOW 2024,"Southeastern Guns & Knives Show. Founded in 1982 by ""Doc"" Mendelson, The SGK Show carries on the uniquely American tradition of Gun Shows",Public,unknown,http://sgkshows.com/,bmcloughlin@bmg1.com,USA,False,2024-02-24,2,768
DES MOINES HOME + GARDEN SHOW 2024,"Des Moines City, IA Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://www.desmoineshomeandgardenshow.com/,jessicab@marketplaceevents.com,USA,False,2024-02-22,4,570
SAN ANTONIO HOME & GARDEN SHOW - SPRING 2024,"San Antonio, TX Home & garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://sanantoniospringhomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-23,3,890
GIFT + HOME MARKET ALBERTA 2024,"Home, gift and lifestyle show. At Gift + Home Market Alberta discover the finest mix of gifts; from jewellery & fashion accessories to gourmet food, home décor and gardening, bath & body products, items both manufactured and made by hand in Canada",Public,once a year,http://canadagiftshows.ca/,alberta@cangift.org,Canada,False,2024-02-25,3,598
THE OUTDOOR ADVENTURE SHOW - TORONTO 2024,"Show for outdoor and adventure enthusiasts. The Outdoors Show features products for Walking, hiking, mountaineering, camping, photography, canoeing, cycling, mountain biking & sailing. Great deals from retailers like new products, outdoor organisations",Public,once a year,http://outdooradventureshow.ca/toronto,info@nationalevent.com,Canada,False,2024-02-23,3,826
FANEXPO VANCOUVER 2024,"International Comics, Sci6fi, Horror, Anime & Gaming Festival in Vancouver",Public,once a year,http://fanexpovancouver.com/,info@fanexpohq.com,Canada,False,2024-02-17,3,790
PITTCON '2024,"Technical Program and Exhibition for all Scientists who utilize Analytical Instrumentation, Equipment and Techniques. Pittcon is the leading showcase for scientific and technical innovation with a singular focus on laboratory science",Public,once a year,http://www.pittcon.org/,expo@pittcon.org,USA,False,2024-02-24,5,891
PENNSYLVANIA RV SUPER SHOW 2024,"This trade show is featuring the very latest makes and models of Recreational Vehicles from all of the nations top manufacturers. Special factory rebates, financing, and on the spot loan approval makes this show a cannot miss for the serious Recreational",Public,once a year,http://www.parvsupershow.com/,,USA,False,2024-02-22,4,668
HOME & GIFT & TÊXTIL 2024,The largest and most comprehensive decoration & homeware exhibition in Latin America,Public,once a year,http://www.abup.com.br/en/homegift-textil,abup@abup.com.br,Brazil,False,2024-02-18,4,440
MINES AND MONEY AMERICAS 2024,Mines and Money Americas is bringing world-renowned expertise and are partnering with the biggest names in the business to connect miners with money and investors with opportunity,Public,once a year,http://americas.minesandmoney.com/,engage@minesandmoney.com,USA,False,2024-02-22,2,786
SPIE MEDICAL IMAGING 2024,"Specialized Conference on medical imaging. SPIE Medical Imaging conference offers the latest information on digital pathology; tomography; image processing, perception, registration, informatics, and segmentation; computer-aided diagnosis; & ultrasound",Public,once a year,http://spie.org/conferences-and-exhibitions/medical-imaging,customerservice@spie.org,USA,False,2024-02-18,5,892
CAPITAL REMODEL + GARDEN SHOW 2024,"The Capital Home Show is the place to experience an abundance of design inspiration, remodelling tips and new ideas",Public,once a year,http://capitalremodelandgarden.com/,alysonc@marketplaceevents.com,USA,False,2024-02-23,3,734
OTTAWA BOAT SHOW 2024,Boat and Outdoor Trade Fair,Public,once a year,http://www.ottawaboatshow.ca/,ssprague@mpltd.ca,Canada,False,2024-02-22,4,769
PORTLAND HOME & GARDEN SHOW 2024,"Home and Garden Show. Portland Fall Home & Garden Show draws qualified buyers who are looking for solutions to their needs. Exhibitors do half or more of their annual sales at the show, and their total sales are doubling and even tripling as a result",Public,once a year,http://www.homeshowpdx.com/,homeandgardenshows@hbapdx.org,USA,False,2024-02-22,4,743
SAO PAULO BOAT SHOW 2024,"The largest nautical event in Latin America. The great trends and releases with the best innovations in boats, jets, inflatables, engines and equipment, and also a complete range of products & services related to the nautical universe",Public,once a year,http://www.saopauloboatshow.com.br/,info@boatshow.com.br,Brazil,True,2024-09-01,1,440
CALGARY HOME + GARDEN SHOW 2024,"Calgary Home and Garden Show is the place to experience an abundance of design inspiration, remodelling tips and new ideas",Public,once a year,http://calgaryhgs.com/,rosannah@marketplaceevents.com,Canada,False,2024-02-22,4,452
PROGRESSIVE INSURANCE ATLANTIC CITY BOAT SHOW 2024,Boat Show,Public,once a year,http://www.acboatshow.com/,webmaster@nmma.org,USA,False,2024-02-28,5,893
HORSE WORLD EXPO 2024,"Horse World Expo and Theatre Equus. MARYLAND HORSE WORLD EXPO is a Consumer Trade Show Open to the Public, Hundreds of Vendors Selling a Variety of Horse Products",Public,once a year,http://wordpress1.horseworldexpo.com/,info@horseworldexpo.com,USA,False,2024-02-29,4,668
PENNSYLVANIA HORSE WORLD EXPO 2024,"Horse World Expo and Theatre Equus. MARYLAND HORSE WORLD EXPO is a Consumer Trade Show Open to the Public, Hundreds of Vendors Selling a Variety of Horse Products",Public,once a year,http://wordpress1.horseworldexpo.com/,info@horseworldexpo.com,USA,False,2024-02-29,4,668
JA NEW YORK 2024,Finest Jewelry Designers and Manufacturers Show. JA New York helps jewelry professionals to keep competitive in the jewelry retail marketplace,Public,3 times a year,http://www.ja-newyork.com/,info@emeraldexpo.com,USA,True,2024-03-01,1,551
DISTRIBUTECH 2024,"Premier Symposium for the Competitive and Rapidly Evolving Utility Automation, Energy Buying, Selling and Technology Industry",Public,once a year,http://www.distributech.com/,distributech@compusystems.com,USA,False,2024-02-27,3,485
SPIE ADVANCED LITHOGRAPHY 2024,Advanced Lithography Conference and Expo,Public,once a year,http://www.spie.org/advanced-lithography.xml,customerservice@spie.org,USA,False,2024-02-25,5,894
EXPOAUTO 2024,Santa Cruz Motor Show,Public,once a year,http://fexpocruz.com.bo/ferias/expoauto,feria@fexpocruz.com.bo,Bolivia,True,2024-03-01,1,895
PVC FORMULATION NORTH AMERICA 2024,Forum for discovering the latest global trends in PVC innovations to optimise and add value to your formulations,Public,once a year,http://www.ami.international/events/upcoming,info@amiplastics.com,USA,False,2024-02-27,2,896
WEST MICHIGAN HOME & GARDEN SHOW 2024,West Michigan's largest Home & Garden show,Public,once a year,http://showspan.com/WMH,events@showspan.com,USA,False,2024-02-29,4,615
JIS SPRING 2024,"JIS Spring is where jewelry industry professionals grow their businesses and deepen relationships with suppliers. Discover new products, trends, and suppliers as you restock inventory for Mother’s Day, wedding season, graduation & other major milestones",Public,unknown,http://www.jisshow.com/spring/en-us.html,jisshow@rxglobal.com,USA,True,2024-03-01,1,707
VITRINA TURISTICA ANATO 2024,"Tourism Fair in Colombia, organized by ANATO (Asociación Colombiana de Agencias de Viajes y Turismo)",Public,once a year,http://vitrinaturistica.anato.org/en,anato@anato.org,Colombia,False,2024-02-28,3,424
FICAD 2024,"International Trade Show of Construction, Architecture and Design",Public,once a year,http://fexpocruz.com.bo/ficad,feria@fexpocruz.com.bo,Bolivia,True,2024-03-01,1,895
EDUCATION & CAREER FAIRS - OTTAWA 2024,"Education & Career Fair. ECF's mission is to provide high school students, parents, teachers and counselors with thousands of post-secondary options from around the world",Public,once a year,http://www.educationcareerfairs.com/,vancouver@icsevents.com,Canada,False,2024-03-01,1,897
ATLANTIC GOLF SHOW 2024,"Golf Show in Newfoundland, Nova Scotia, Prince Edward Island, New Brunswick",Public,once a year,http://www.canadiangolfexpo.ca/events/atlantic-golfexpo,gchambers@ngcoa.ca,Canada,True,2024-03-01,1,898
BONITA SPRING BOAT SHOW 2024,Annual Boat Show. From skiffs to offshore fishing boats,Public,once a year,http://goboatingflorida.com/events-calendar,info@swfmia.com,USA,False,2024-02-29,4,899
AERO-ENGINES AMERICA 2024,"Aero-Engines America is a two day conference attracting senior engine attendees. This leading event is dedicated to the trends and issues related to the region’s aero engine community, gathering stakeholders from across the value chain",Public,once a year,http://www.aeroengineconference.com/en,events@aviationweek.co.uk,USA,False,2024-02-29,2,900
JACKSONVILLE HOME + PATIO SHOW (SPRING ) 2024,"Jacksonville, FL Home and Garden Show. The Jacksonville Home & Patio Show reveals the newest in Home, Remodelling, Home Decor, and More! The show offers the opportunity to meet hundreds of experts and experience thousands of products & services",Public,once a year,http://marketplaceevents.com/our-shows,hillaryl@marketplaceevents.com,USA,False,2024-03-01,3,719
CAD CAM CERAMIC RESTORATIONS IN AESTHETIC DENTISTRY 2024,Congress dedicated to CAD CAM Restorations in Aesthetic Dentistry. Organized by the Digital Dentistry Society,Public,once a year,http://digital-dentistry.org/activity/cad-cam-ceramic-restorations-in-esthetic-dentistry,info@digital-dentistry.org,Canada,True,2024-03-01,1,901
NDSS SYMPOSIUM 2024,Annual Network & Distributed System Security Symposium,Public,once a year,http://www.ndss-symposium.org/,isoc@isoc.org,USA,False,2024-02-26,5,902
BIO CEO & INVESTOR CONFERENCE 2024,Biotechnology's Annual Investor Forum,Public,once a year,http://www.bio.org/events/bio-ceo-investor-conference,investinbio@bio.org,USA,False,2024-02-26,2,903
JEWELERS INTERNATIONAL SHOWCASE - JIS MIAMI 2024,International Jewelry Tradeshow,Public,3 times a year,http://www.jisshow.com/,jisshow@reedexpo.com,USA,True,2024-03-01,1,707
GOODGUYS ALL AMERICAN GET-TOGETHER PLEASANTON 2024,"Finest Car Fair in California. GOODGUYS ALL AMERICAN GET-TOGETHER PLEASANTON features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://www.good-guys.com/,,USA,True,2024-03-01,1,588
AGROBAJA 2024,"AgroBaja is the only livestock, fishery & agricultural exhibition that takes place in the borderline between Mexico and the United States",Public,once a year,http://www.agrobaja.com/,info@agrobaja.com,Mexico,True,2024-03-01,1,904
AGRESTE TEX 2024,Trade fair for players in the textile and clothing market,Public,every 2 years,http://agrestetex.fcem.com.br/,comunicacao@fcem.com.br,Brazil,True,2024-03-01,1,905
CINCINNATI. HOME + GARDEN SHOW 2024,"Cincinnati, OH Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://cincinnatihomeandgardenshow.com/,tysonk@mpeshows.com,USA,False,2024-02-29,4,562
EMERALD CITY COMICON 2024,Emerald City Comicon is the Premier Comic Book & Pop Culture Convention in the Pacific Northwest,Public,once a year,http://www.emeraldcitycomicon.com/,info@emeraldcitycomicon.com,USA,False,2024-02-29,4,845
SUBSEA TIEBACK FORUM 2024,Sub sea Tieback Forum. The annual Subsea Tieback Forum & Exhibition has become the premier event for one of the fastest growing sectors of the oil and gas industry,Public,once a year,http://www.subseatiebackforum.com/,,USA,False,2024-02-27,3,906
JACKSON GUN SHOW 2024,"Guns & Knives show. JACKSON GUN SHOW features shooting rifles, pistol, combat knives, samurai swords, cartridges, gun magazines, collectibles shotguns, hunting & fishing accessories, carbines, self protection items, outdoor training and gun parts",Public,once a year,http://www.bigpopgunshows.com/services,bigpopfireworks@gmail.com,USA,True,2024-03-01,1,907
"ENGINE LEASING, TRADING AND FINANCE - AMERICAS 2024","""Engine Leasing, Trading & Finance Europe"" is the pre-eminent conference for the engine leasing community, bringing together lessors, airlines, MROs, OEMs, consultancies and financiers to discuss the latest trends and issues in the industry",Public,once a year,http://www.aeroenginesusa.com/en/ELTF-Americas/About-ELTF-Americas.html,virginia.gongora@aviationweek.com,USA,False,2024-02-28,3,900
VINEXPO AMERICA 2024,"Vinexpo America focuses exclusively on wines, with representation from all of the world’s top-producing regions",Public,once a year,http://www.vinexpoamerica.com/,bkier@divcom.com,USA,False,2024-02-28,2,551
MIM 2024,"International Conference on Injection Molding of Metals, Ceramics and Carbides",Public,every 2 years,http://www.mpif.org/,jadams@mpif.org,USA,False,2024-02-26,3,908
INFORMATICA CUBA 2024,"International Informatics, Industrial Automation and Communications Exhibition and Conference",Public,every 2 years,http://www.mincom.gob.cu/en/noticia/inform%C3%A1tica-2022-technologies-development-and-transformation-cuba-and-world,informaticahabana@mic.cu,Cuba,True,2024-03-01,1,909
SHE SAID YES: WEDDING EXPO 2024,"Wedding Expo + wedding fashion shows. You'll have the opportunity to meet our vendors that include DJ's, photographers, videographers, florists, bakers, and so much more!",Public,once a year,http://www.fredericksburgexpocenter.com/,events@fred-center.com,USA,False,2024-02-25,1,688
GOODGUYS DEL MAR NATIONALS 2024,"Finest Car Fair in Del Mar. GOODGUYS DEL MAR NATIONALS features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://www.good-guys.com/,,USA,True,2024-03-01,1,910
